x,y,n
41.75480729,26.97388557,Angelas Ashes
-54.22235441,36.66404437,Angelas Ashes
52.75158973,-19.55102058,Miss Smillas Feeling for Snow
-43.40492076,30.55298692,Red Leaves
-41.05571834,20.6315559,253
15.93096033,-4.368022323,Guilty Creatures
-78.35942816,-10.76379883,Billy
0.914678205,29.82671522,Boys' Night In
-5.137230437,22.22469543,Unless: A Novel
17.13716176,37.48110342,Unless : A Novel
1.1613154,-31.57264674,The Bride Stripped Bare : A Novel
-6.404096056,1.223725219,"Sniglets (Snig'lit : Any Word That Doesn't Appear in the Dictionary, But Should)"
-19.06142645,-20.3318913,The GREAT GATSBY (A Scribner Classic)
34.49273822,-29.02654711,Joshua
-4.625829187,-75.10659803,GREAT GATSBY (REISSUE)
0.976284855,-7.30986098,AGE OF INNOCENCE (MOVIE TIE-IN)
-14.14252007,-39.47878951,Heart Songs and Other Stories
78.07409061,20.32028293,CADDIE WOODLAWN
-2.4276419,-29.05671593,"Over Sea, Under Stone"
-10.07619496,-5.128195873,Horse and His Boy
4.100379054,-17.84876953,The Last Battle (The Chronicles of Narnia Book 7)
-5.440353182,69.89579609,"Lion, the Witch and the Wardrobe"
-12.18308648,-25.00620982,The Magician's Nephew
-17.25331165,10.96343099,Prince Caspian
-22.69789998,43.85828644,The Silver Chair
-33.17763358,58.64251264,Voyage of the Dawn Treader
32.37912419,-22.59373059,Z for Zachariah
-25.49901414,-4.168863623,The Yearling (Scribner Classics)
-31.43719391,38.60873383,For Whome the Bell Tolls  (REISSUE) (A Scribner Classic)
-23.34038874,-10.19197879,The Sun Also Rises (A Scribner classic)
9.367741001,-36.79653325,A Farewell to Arms (A Scribner Classic)
-44.26206234,-31.64962796,CRY THE BELOVED COUNTRY (Scribner Classic)
27.93830251,0.050319167,3 POSTCARDS
37.97653352,13.39854977,"Mere Christianity: A revised and enlarged edition, with a new introduction, of the three books, The case for Christianity, Christian behaviour, and Beyond personality"
44.35339813,39.42689665,On Death
-29.50688463,-17.29317644,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times
55.04421445,-7.07226741,Once upon a More Enlightened Time: More Politically Correct Bedtime Stories
-68.47102518,8.451046377,Politically Correct Holiday Stories: For an Enlightened Yuletide Season
-12.37403295,-0.927256848,"2 Her Highness, My Wife"
-28.17627421,64.15755883,Love With the Proper Husband (Avon Historical Romance)
4.916720395,11.54715458,When Night Falls
-32.04753173,-50.60918896,On a Wicked Dawn (Cynster Novels)
-26.49147939,6.923180802,The Lady Chosen
-0.145719753,9 -33.27137574296,30 A Gentleman's Honor
-32.7946057,-24.79043971,Amazonia
-42.00063494,-37.46652552,The Death of Vishnu: A Novel
-42.37075047,15.38471688,"Engaged to Die : A Death on Demand Mystery (Hart, Carolyn G)"
-14.86051731,11.29631737,Lirael: Daughter of the Clayr
-1.930411694,30.08036931,Beyond Suspicion
-28.47996599,-19.48881335,Lemony Snicket: The Unauthorized Autobiography
-29.62035622,-17.03828403,"In Sunlight, in a Beautiful Garden : A Novel"
-2.896625509,51.16809259,Finding Fish: A Memoir
19.53032227,-28.89058206,Boy Still Missing : A Novel
14.67400794,34.00511367,Angels
-39.66733455,30.59355125,Angels
-28.94072397,0.962109251,Tishomingo Blues: A Novel
57.64553719,18.09170639,Pagan Babies
-46.60077103,62.68455998,Do No Harm
20.91508386,-4.574561862,See Jane Score (Avon Romance)
-1.706898331,25.44741897,Daisy's Back in Town
-46.04827457,38.33278543,Small Town
41.57648393,-20.30695685,Dr. Atkins' New Diet Revolution
-28.12555974,-35.40452305,A Cook's Tour : Global Adventures in Extreme Cuisines
1.078909575,-22.61057197,Sheltering Rain
2.948685266,-10.97429514,Night Watch
-15.37560271,23.8846512,Night Watch
-13.8021682,25.66159791,The Stepford Wives
-45.82993117,39.01684224,"Dr. Atkins' New Diet Revolution, New and Revised Edition"
-50.76350381,12.49948539,Ties That Bind: A Novel
24.44410419,14.02949355,The Dominant Blonde
-6.473708865,-35.12530088,Tishomingo Blues
17.38746562,50.81621283,Bread Alone : A Novel
11.32110853,-43.5223321,Cheaper by the Dozen (Perennial Classics)
44.09182449,-25.05642058,She Went All the Way (Avon Light Contemporary Romances)
-55.93181894,36.29548669,Boy Meets Girl
-36.82473231,-7.393020454,Last Chance Saloon
79.48344624,-3.133110431,Filthy Rich
49.15547468,25.7591433,Watermelon
28.61748645,49.36283459,Lucy Sullivan Is Getting Married
-37.98025085,-26.48517969,Rachel's Holiday
38.8536879,14.91250773,Dance of Seduction (Avon Romantic Treasures)
-28.04815798,-51.58296065,My Favorite Bride
30.80726116,-44.6905068,Scandalous Again
-14.19739442,45.26611877,One Kiss From You
7.566419616,-21.42687176,Adventures of a Scottish Heiress
-20.5787344,23.71694108,Dale Brown's Dreamland: Razor's Edge (Dreamland (Harper Paperback))
29.43597123,16.70800635,The Torn Skirt
-21.5369367,46.77535081,The Boy Next Door
-49.03561323,-33.91871575,A Little Help from Above
38.88620848,-49.69919528,Dancing in My Nuddy-Pants : Even Further Confessions of Georgia Nicolson (Confessions of Georgia Nicolson)
-19.63908665,-21.29169483,"The Gulag Archipelago, 1918-1956 : An Experiment in Literary Investigation I-II"
6.978234918,-16.98319227,Roseanne: My Life As a Woman
-1.523666626,-42.05129099,The Lost Continent: Travels in Small Town America
-29.7813136,53.21430133,Return to Love: Reflections on the Principles of a Course in Miracles
12.30196467,14.26151223,Family Pictures: A Novel
12.39711966,-26.82284672,Care of the Soul: A Guide for Cultivating Depth and Sacredness in Everyday Life
-25.05574609,-24.01783169,Pigs in Heaven
-42.50588398,22.37842598,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships"
18.69258017,1.798943422,Soul Mates: Honoring the Mysteries of Love and Relationship
43.1623732,51.44603695,Mr. Ives' Christmas
-16.3112609,-11.31568616,The Night Listener
-8.393552278,-49.89532975,What Your Mother Couldn't Tell You and Your Father Didn't Know: Advanced Relationship Skills for Better Communication and Lasting Intimacy
-26.13048838,15.30537389,Mutant Message Down Under
63.91958247,-16.55542673,High Tide in Tucson: Essays from Now or Never
-22.32840199,23.29900862,"How Could You Do That: The Abdication of Character, Courage, and Conscience"
43.21552629,51.50150948,Divine Secrets of the Ya-Ya Sisterhood : A Novel
-30.40287203,20.27334951,The Poisonwood Bible
4.451651815,59.23039627,Young Wives
-13.92680269,15.48768889,Switcheroo
-16.24724286,-23.11602125,The First Eagle
-58.82221354,25.98209103,The Professor and the Madman
-33.52945891,-12.06782073,Lily White
-32.78255742,42.87021478,"Nora, Nora: A Novel"
-15.73501763,11.28202341,Up Island
27.03251146,-12.93519258,Low Country: A Novel
-35.87246029,38.28317286,Love in Another Town
2.178042099,5.324151047,Dangerous to Know
75.03933831,26.36224313,Star Trek Memories
-27.82067807,-42.00645622,The Fallen Man
-0.990009592,6 -48.47482605898,08 All I Know About Animal Behavior I Learned in Loehmann's Dressing Room
-1.000409467,8.213035452,Downtown
-12.41471858,-22.82526901,"When You Look Like Your Passport Photo, It's Time to Go Home"
-76.62909057,15.85662788,"Pride, Prejudice and Jasmin Field : A Novel"
-35.06690888,-6.800511045,The Vendetta Defense
-27.50397265,-29.22019096,Courting Trouble
-41.85601562,0.587806118,The Reluctant Suitor
3.107716292,-7.468166141,A Secret Affair
-21.86965295,8.991495115,Marrying Mom
33.88378704,32.71529389,The Last Report on the Miracles at Little No Horse
-20.12061295,-41.95057374,Mistaken Identity
-55.96588636,-53.66977503,Bel Canto
4.414784906,-60.43429111,The Bachelor's Cat: A Love Story
10.39601714,61.28640907,"Perfect Murder, Perfect Town"
-51.77263149,-5.275499457,Orchid Beach
-23.68488176,57.26473575,A Night Without Armor : Poems
-32.83087433,-7.709518797,As Nature Made Him: The Boy Who Was Raised As a Girl
63.79466639,-23.23574735,"Beauty Fades, Dumb Is Forever: The Making of a Happy Woman"
-51.18348761,21.09214563,Hunting Badger
-59.08744858,38.60095398,Body for Life: 12 Weeks to Mental and Physical Strength
32.57588245,-16.21085597,The Map That Changed the World: William Smith and the Birth of Modern Geology
-28.19791084,44.59780903,Circle of Three
-33.83777847,16.74822213,If the Gods Had Meant Us to Vote They Would Have Given Us Candidates
4.370033269,24.89288123,"The Sinister Pig (Hillerman, Tony)"
-3.493990808,-22.31635677,The Wailing Wind
38.20855668,-35.79256886,Waiting : The True Confessions of a Waitress
-11.53138751,-75.07869465,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover))
-7.823526521,20.30315996,LA Cucina: A Novel of Rapture
40.15863613,-16.28326502,"Keep It Simple, Stupid: You're Smarter Than You Look"
22.91553252,-12.16279544,Set This House in Order: A Romance of Souls
-39.69783178,31.03279953,Long Time No See
-21.65761474,14.74106454,Moment of Truth
-43.70263455,33.61266386,Veronika Decides to Die
4.227649661,5.648277159,Wild Justice
44.31243584,20.80975149,Coastliners : A Novel
42.91952846,23.9741237,Five Quarters of the Orange
-28.31037222,-33.07781541,"The Burglar on the Prowl (Block, Lawrence)"
-74.96031576,32.45975905,The Sky Is Falling
54.99721253,-7.114685282,Thief of Time
-53.0401902,-36.93936997,Prodigal Summer
0.832500937,35.81489563,Falling Up
12.37201466,47.38984067,Where the Wild Things Are
-56.80176248,50.45705664,The Giving Tree
34.62313258,-64.56209668,Where the Sidewalk Ends : Poems and Drawings
-31.04164163,48.14471757,A Light in the Attic
-27.13444807,-38.07242082,Charlotte's Web
20.72503422,25.72998784,All-American Girl
-61.90637112,19.59447315,Wicked : The Life and Times of the Wicked Witch of the West
27.54913261,-18.33392695,Microserfs
-3.513503133,22.84184758,The Zone: A Dietary Road Map to Lose Weight Permanently : Reset Your Generic Code : Prevent Disease : Achieve Maximum Physical Performance
-15.51173595,-29.96843649,Enter Whining
-35.93406337,-6.176924948,I Know This Much Is True (Oprah's Book Club)
-20.56323255,-12.41033277,Miss America
-46.3992094,-23.06211469,Girlfriend in a Coma
-76.13011944,23.98480174,In Contempt
-24.19370523,19.92721407,Vendetta: Lucky's Revenge
12.29806307,27.89424008,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
41.33857159,47.32771012,Confessions of an Ugly Stepsister
63.78879865,-22.9318971,Have a Nice Day : A Tale of Blood and Sweatsocks
34.30361747,-23.37873684,Running in Heels: A Novel
-41.71875765,-18.77449134,Lost
37.28467753,36.64651447,Mirror Mirror: A Novel
31.96053212,-12.20970075,Tommy's Tale: A Novel
-51.29563531,-18.57086496,The Divine Secrets of the Ya-Ya Sisterhood: A Novel
2.201047622,-22.70115696,Breaking All the Rules (Avon Light Contemporary Romances)
25.07786805,59.18543789,Small Wonder: Essays
-10.02422341,-19.41004231,Small Wonder : Essays
32.94440569,50.28820622,Die in Plain Sight
11.39656833,-47.87202289,Where's My Hero?
28.28834112,53.68567737,The Scandalous Summer of Sissy LeBlanc : A Novel
-20.04870733,6.982857268,We Were Soldiers Once... and Young: Ia Drang--The Battle That Changed the War in Vietnam
-6.451419263,-34.77823256,When Strangers Marry
-65.40619289,25.69988869,The Cheese Monkeys : A Novel in Two Semesters
-49.1047686,5.337671839,"A Promising Man (and About Time, Too)"
37.81800087,-23.0145983,Duchess in Love
8.653369594,-4.766620801,Fatal Flaw
1.026291613,-70.34811109,Angels Everywhere: A Season of Angels/Touched by Angels (Avon Romance)
-27.5830435,-33.39703515,City of the Beasts
48.36143341,-47.07559289,Mrs. Kimble : A Novel
