x,y,n
40.2960595909141,54.9473443429009,Harry Potter and the Chamber of Secrets
71.8655710257169,7.37096120980520,Harry Potter and the Chamber of Secrets
40.1470792661401,55.0820864151352,Harry Potter and the Prisoner of Azkaban
37.2046329922198,57.4145761544186,Harry Potter and the Prisoner of Azkaban
40.1010920500038,55.1220867432540,Harry Potter and the Goblet of Fire
4.99499290152605,52.9617884805878,Harry Potter and the Goblet of Fire
36.6118129832375,62.3722114836005,Harry Potter and the Order of the Phoenix
-9.97097235829861,46.0514632118471,Harry Potter and the Sorcerer's Stone
9.07164346111123,66.5489090428622,Harry Potter and the Chamber of Secrets
-39.1510043023813,51.3752149211555,Harry Potter and the Chamber of Secrets Postcard Book
-57.9922974055442,60.7470902313796,Star wars: From the adventures of Luke Skywalker
45.9711257712605,53.5948890783815,Return of the Jedi
-36.9755695429776,60.8579093980931,Star Wars Episode 1: The Phantom Menace
-7.11985809256259,-9.35385896126776,Dark Tide I: Onslaught
41.5999060343149,22.5129663910427,Star Wars: Episode II: Attack of the Clones
23.4975763353114,-8.66277449617000,Star Wars Episode I
-28.1762742105253,64.1575588298217,Love With the Proper Husband
-35.8724602946229,38.2831728604140,Love in Another Town
-24.6471738734583,-1.99732279986813,A Return to Love
-45.0104317309644,-0.739986668399369,Love in Vein
-59.6328872708808,8.45501452749644,Jacob Have I Loved
-46.3705249169083,5.48150299921765,Princess in Love
-76.2439488407630,23.9564527671187,In Love 
